,id,minute,result,X,Y,xG,player,h_a,player_id,situation,season,shotType,match_id,h_team,a_team,h_goals,a_goals,date,player_assisted,lastAction
11,67100,74,MissedShots,0.875,0.765,0.02478978969156742,Michy Batshuayi,h,1678,OpenPlay,2015,LeftFoot,2169,Marseille,Rennes,2,5,2016-03-18 23:30:00,Romain Alessandrini,Pass
12,67103,80,MissedShots,0.899000015258789,0.47400001525878904,0.052469704300165176,Michy Batshuayi,h,1678,OpenPlay,2015,Head,2169,Marseille,Rennes,2,5,2016-03-18 23:30:00,Romain Alessandrini,Aerial
5,67556,76,Goal,0.8959999847412109,0.639000015258789,0.21092236042022705,Michy Batshuayi,a,1678,OpenPlay,2015,RightFoot,2187,SC Bastia,Marseille,2,1,2016-04-03 19:00:00,Rémy Cabella,TakeOn
1,68812,43,MissedShots,0.6959999847412109,0.5990000152587891,0.017733950167894363,Michy Batshuayi,a,1678,OpenPlay,2015,RightFoot,2208,Monaco,Marseille,2,1,2016-04-17 23:00:00,Benjamin Mendy,Pass
2,68815,57,MissedShots,0.870999984741211,0.32799999237060545,0.054157622158527374,Michy Batshuayi,a,1678,OpenPlay,2015,RightFoot,2208,Monaco,Marseille,2,1,2016-04-17 23:00:00,Rémy Cabella,Pass
3,68816,61,MissedShots,0.9280000305175782,0.575,0.03671377897262573,Michy Batshuayi,a,1678,OpenPlay,2015,Head,2208,Monaco,Marseille,2,1,2016-04-17 23:00:00,Benjamin Mendy,Aerial
6,68824,92,Goal,0.8880000305175781,0.37099998474121093,0.29847046732902527,Michy Batshuayi,a,1678,OpenPlay,2015,RightFoot,2208,Monaco,Marseille,2,1,2016-04-17 23:00:00,Steven Fletcher,Throughball
1,67851,28,SavedShot,0.8190000152587891,0.49900001525878906,0.09643374383449554,Michy Batshuayi,h,1678,OpenPlay,2015,RightFoot,2211,Marseille,Nantes,1,1,2016-04-24 16:00:00,Steven Fletcher,TakeOn
4,67854,31,MissedShots,0.9180000305175782,0.575,0.09258084744215012,Michy Batshuayi,h,1678,SetPiece,2015,Head,2211,Marseille,Nantes,1,1,2016-04-24 16:00:00,Florian Thauvin,Cross
5,67855,42,MissedShots,0.8269999694824218,0.4640000152587891,0.06331674009561539,Michy Batshuayi,h,1678,SetPiece,2015,LeftFoot,2211,Marseille,Nantes,1,1,2016-04-24 16:00:00,Steven Fletcher,HeadPass
1,68049,9,MissedShots,0.9309999847412109,0.515,0.44644373655319214,Michy Batshuayi,a,1678,OpenPlay,2015,LeftFoot,2227,Angers,Marseille,0,1,2016-05-01 19:00:00,Abdel Barrada,Cross
3,68053,23,Goal,0.915,0.2989999961853027,0.18686026334762573,Michy Batshuayi,a,1678,OpenPlay,2015,RightFoot,2227,Angers,Marseille,0,1,2016-05-01 19:00:00,Steven Fletcher,Pass
5,68057,41,MissedShots,0.794000015258789,0.6229999923706054,0.041903745383024216,Michy Batshuayi,a,1678,OpenPlay,2015,LeftFoot,2227,Angers,Marseille,0,1,2016-05-01 19:00:00,Steven Fletcher,Pass
6,68058,45,SavedShot,0.8219999694824218,0.6329999923706054,0.0602794848382473,Michy Batshuayi,a,1678,OpenPlay,2015,RightFoot,2227,Angers,Marseille,0,1,2016-05-01 19:00:00,Romain Alessandrini,Pass
7,68059,47,MissedShots,0.785,0.539000015258789,0.04869847372174263,Michy Batshuayi,a,1678,OpenPlay,2015,RightFoot,2227,Angers,Marseille,0,1,2016-05-01 19:00:00,Javier Manquillo,Pass
9,68061,53,SavedShot,0.9130000305175782,0.605999984741211,0.09020006656646729,Michy Batshuayi,a,1678,OpenPlay,2015,RightFoot,2227,Angers,Marseille,0,1,2016-05-01 19:00:00,Benjamin Mendy,Cross
10,68062,57,SavedShot,0.82,0.5209999847412109,0.24825115501880646,Michy Batshuayi,a,1678,OpenPlay,2015,RightFoot,2227,Angers,Marseille,0,1,2016-05-01 19:00:00,Steven Fletcher,Pass
0,68149,8,SavedShot,0.8830000305175781,0.34200000762939453,0.13117963075637817,Michy Batshuayi,h,1678,OpenPlay,2015,RightFoot,2229,Marseille,Reims,1,0,2016-05-07 23:00:00,Florian Thauvin,LayOff
5,68157,31,BlockedShot,0.830999984741211,0.6359999847412109,0.05149892717599869,Michy Batshuayi,h,1678,OpenPlay,2015,RightFoot,2229,Marseille,Reims,1,0,2016-05-07 23:00:00,,BallRecovery
12,68165,49,MissedShots,0.935,0.48900001525878906,0.46579739451408386,Michy Batshuayi,h,1678,OpenPlay,2015,Head,2229,Marseille,Reims,1,0,2016-05-07 23:00:00,Abdel Barrada,Cross
14,68168,55,Goal,0.9259999847412109,0.5029999923706054,0.10485342890024185,Michy Batshuayi,h,1678,OpenPlay,2015,LeftFoot,2229,Marseille,Reims,1,0,2016-05-07 23:00:00,,None
16,68170,59,MissedShots,0.9480000305175781,0.41700000762939454,0.13075153529644012,Michy Batshuayi,h,1678,OpenPlay,2015,Head,2229,Marseille,Reims,1,0,2016-05-07 23:00:00,Abdel Barrada,Cross
